DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE219,2011,66000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21A,2011,62300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21B,2011,70500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21C,2011,62600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21D,2011,49300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21E,2011,59800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21F,2011,57300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21G,2011,60100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21H,2011,128400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21I,2011,66100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21J,2011,86700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21K,2011,60400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21L,2011,80500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21M,2011,65500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE21N,2011,64800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE22,2011,63000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE221,2011,60500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE222,2011,66100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE223,2011,54200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE224,2011,54800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE225,2011,49900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE226,2011,62700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE227,2011,79800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE228,2011,58000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE229,2011,52600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE22A,2011,58700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE22B,2011,59300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE22C,2011,87500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE23,2011,63000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE231,2011,57400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE232,2011,78000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE233,2011,52200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE234,2011,60500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE235,2011,53800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE236,2011,64400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE237,2011,60800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE238,2011,61200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE239,2011,55600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE23A,2011,59800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE24,2011,57600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE241,2011,56400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE242,2011,56300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE243,2011,71300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE244,2011,53000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE245,2011,62300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE246,2011,55600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE247,2011,53100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE248,2011,58200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE249,2011,56800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE24A,2011,55600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE24B,2011,55300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE24C,2011,57200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE24D,2011,57100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE25,2011,64500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE251,2011,55200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE252,2011,78200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE253,2011,63000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE254,2011,66300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE255,2011,56900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE256,2011,59600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE257,2011,67100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE258,2011,65700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE259,2011,62500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE25A,2011,52400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE25B,2011,57100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE25C,2011,57600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE26,2011,63600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE261,2011,76400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE262,2011,72500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE263,2011,56800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE264,2011,71700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE265,2011,51800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE266,2011,57300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE267,2011,53800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE268,2011,60200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE269,2011,64200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE26A,2011,64900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE26B,2011,68300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE26C,2011,64000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE27,2011,62400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE271,2011,64800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE272,2011,54500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE273,2011,62500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE274,2011,57200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE275,2011,59000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE276,2011,64200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE277,2011,60400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE278,2011,71300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE279,2011,63000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE27A,2011,58700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE27B,2011,61900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE27C,2011,60400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE27D,2011,63400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE27E,2011,57300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE3,2011,63300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE30,2011,63300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE300,2011,63300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE4,2011,53100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40,2011,53100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE401,2011,50300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE402,2011,45700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE403,2011,50900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE404,2011,52500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE405,2011,47300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE406,2011,69300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE407,2011,47300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE408,2011,42200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE409,2011,49200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40A,2011,60800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40B,2011,50100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40C,2011,49100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40D,2011,45800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40E,2011,49700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40F,2011,47700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40G,2011,81400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40H,2011,60300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE40I,2011,53500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE5,2011,66600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE50,2011,66600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE501,2011,68800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE502,2011,54600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE6,2011,81800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE60,2011,81800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE600,2011,81800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE7,2011,73600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE71,2011,81100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE711,2011,75800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE712,2011,94100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE713,2011,66100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE714,2011,82100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE715,2011,65700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE716,2011,66600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE717,2011,84400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE718,2011,80800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE719,2011,72600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE71A,2011,100300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE71B,2011,59000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE71C,2011,76400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE71D,2011,62200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE71E,2011,62500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE72,2011,60000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE721,2011,60600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE722,2011,61600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE723,2011,56600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE724,2011,62100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE725,2011,53900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE73,2011,59200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE731,2011,58300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE732,2011,57900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE733,2011,65400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE734,2011,59800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE735,2011,60900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE736,2011,59000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE737,2011,52800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE8,2011,49000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE80,2011,49000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE803,2011,52900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE804,2011,47400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE80J,2011,48000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE80K,2011,53400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE80L,2011,46900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE80M,2011,52900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE80N,2011,44200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE80O,2011,48400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE9,2011,63000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE91,2011,78300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE911,2011,102800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE912,2011,75700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE913,2011,132100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE914,2011,54600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE916,2011,55000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE917,2011,56600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE918,2011,55000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE91A,2011,58800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE91B,2011,57100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE91C,2011,57500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE92,2011,64800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE922,2011,59400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE923,2011,65800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE925,2011,55200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE926,2011,60700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE927,2011,56400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE928,2011,51600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE929,2011,69500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE93,2011,54300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE931,2011,56900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE932,2011,51000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE933,2011,54800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE934,2011,50000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE935,2011,52400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE936,2011,49700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE937,2011,53300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE938,2011,53800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE939,2011,58200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE93A,2011,51900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE93B,2011,58400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94,2011,57000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE941,2011,46900,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE942,2011,68600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE943,2011,58000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE944,2011,57700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE945,2011,60400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE946,2011,53200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE947,2011,49100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE948,2011,57000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE949,2011,63600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94A,2011,50300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94B,2011,54600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94C,2011,53600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94D,2011,49800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94E,2011,55600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94F,2011,58700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94G,2011,72100,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DE94H,2011,48300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA,2011,64800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA1,2011,69300,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA11,2011,83800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA12,2011,72500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA13,2011,73500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA14,2011,66800,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA15,2011,57600,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA16,2011,66200,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA17,2011,58500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA18,2011,59500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA19,2011,56500,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA1A,2011,66000,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA1B,2011,53700,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA1C,2011,69400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA1D,2011,77400,
ESTAT:NAMA_10R_3NLP(1.0),21/02/23 23:00:00,A,NLPR_PER,EUR,DEA1E,2011,57100,
